V4_3,Data Marking,Lower limit,Upper limit,yyyy-yy,Time,administrative-geography,Geography,measure-of-wellbeing,MeasureOfWellbeing,wellbeing-estimate,Estimate
,x,,,2014-15,2014-15,E07000049,East Dorset,worthwhile,Worthwhile,poor,Poor
3.95,,2.54,5.35,2014-15,2014-15,E06000028,Bournemouth,worthwhile,Worthwhile,poor,Poor
,x,,,2014-15,2014-15,E07000201,Forest Heath,worthwhile,Worthwhile,good,Good
,x,,,2011-12,2011-12,E07000201,Forest Heath,worthwhile,Worthwhile,fair,Fair
29.61,,26.03,33.19,2011-12,2011-12,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,very-good,Very good
27.61,,24.27,30.95,2013-14,2013-14,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,very-good,Very good
29.13,,25.89,32.36,2012-13,2012-13,E06000028,Bournemouth,worthwhile,Worthwhile,very-good,Very good
9.50,,7.3,11.71,2018-19,2018-19,E10000009,Dorset,worthwhile,Worthwhile,fair,Fair
31.96,,20.84,43.06,2016-17,2016-17,E07000048,Christchurch,worthwhile,Worthwhile,very-good,Very good
28.67,,24.75,32.53,2015-16,2015-16,E06000028,Bournemouth,worthwhile,Worthwhile,very-good,Very good
,x,,,2011-12,2011-12,E07000053,Weymouth and Portland,worthwhile,Worthwhile,good,Good
,x,,,2016-17,2016-17,E06000053,Isles of Scilly,worthwhile,Worthwhile,fair,Fair
31.28,,23.12,39.43,2012-13,2012-13,E07000052,West Dorset,worthwhile,Worthwhile,very-good,Very good
15.49,,9.53,21.45,2011-12,2011-12,E07000190,Taunton Deane,worthwhile,Worthwhile,fair,Fair
,x,,,2016-17,2016-17,E07000053,Weymouth and Portland,worthwhile,Worthwhile,fair,Fair
48.74,,45.13,52.34,2012-13,2012-13,E10000009,Dorset,worthwhile,Worthwhile,good,Good
33.78,,24.96,42.61,2011-12,2011-12,E07000050,North Dorset,worthwhile,Worthwhile,very-good,Very good
55.64,,51.95,59.32,2011-12,2011-12,E06000028,Bournemouth,worthwhile,Worthwhile,good,Good
,x,,,2013-14,2013-14,E07000204,St Edmundsbury,worthwhile,Worthwhile,fair,Fair
14.97,,11.31,18.64,2019-20,2019-20,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,fair,Fair
23.15,,20.1,26.21,2011-12,2011-12,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,very-good,Very good
4.92,,3.01,6.84,2015-16,2015-16,S12000015,Fife,life-satisfaction,Life Satisfaction,poor,Poor
52.91,,48.61,57.21,2017-18,2017-18,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,good,Good
49.11,,44.53,53.7,2018-19,2018-19,S12000024,Perth and Kinross,worthwhile,Worthwhile,good,Good
,x,,,2013-14,2013-14,E07000205,Suffolk Coastal,worthwhile,Worthwhile,good,Good
38.29,,30.69,45.93,2014-15,2014-15,E07000052,West Dorset,worthwhile,Worthwhile,very-good,Very good
,x,,,2019-20,2019-20,E07000201,Forest Heath,worthwhile,Worthwhile,very-good,Very good
,x,,,2011-12,2011-12,E07000201,Forest Heath,worthwhile,Worthwhile,very-good,Very good
31.97,,27.87,36.06,2017-18,2017-18,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2016-17,2016-17,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,poor,Poor
13.37,,10.79,15.95,2014-15,2014-15,S12000044,North Lanarkshire,worthwhile,Worthwhile,fair,Fair
,x,,,2016-17,2016-17,E07000053,Weymouth and Portland,worthwhile,Worthwhile,poor,Poor
,x,,,2011-12,2011-12,E07000053,Weymouth and Portland,worthwhile,Worthwhile,fair,Fair
16.17,,0.0,0.0,2011-12,2011-12,S12000024,Perth and Kinross,worthwhile,Worthwhile,fair,Fair
,x,,,2017-18,2017-18,E06000053,Isles of Scilly,worthwhile,Worthwhile,good,Good
,x,,,2016-17,2016-17,E10000009,Dorset,worthwhile,Worthwhile,poor,Poor
34.31,,26.09,42.54,2012-13,2012-13,E07000205,Suffolk Coastal,worthwhile,Worthwhile,very-good,Very good
,x,,,2019-20,2019-20,E07000201,Forest Heath,worthwhile,Worthwhile,poor,Poor
39.27,,29.31,49.23,2017-18,2017-18,E07000053,Weymouth and Portland,worthwhile,Worthwhile,very-good,Very good
,x,,,2017-18,2017-18,E06000053,Isles of Scilly,worthwhile,Worthwhile,poor,Poor
,x,,,2014-15,2014-15,E07000051,Purbeck,worthwhile,Worthwhile,fair,Fair
,x,,,2016-17,2016-17,E07000190,Taunton Deane,worthwhile,Worthwhile,fair,Fair
,x,,,2019-20,2019-20,E07000191,West Somerset,worthwhile,Worthwhile,poor,Poor
10.63,,8.21,13.05,2016-17,2016-17,E06000029,Poole,worthwhile,Worthwhile,fair,Fair
46.29,,42.58,50.01,2012-13,2012-13,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,good,Good
50.49,,46.25,54.73,2017-18,2017-18,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,good,Good
59.33,,38.42,80.25,2019-20,2019-20,E07000191,West Somerset,life-satisfaction,Life Satisfaction,very-good,Very good
4.27,,2.77,5.75,2015-16,2015-16,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,poor,Poor
34.35,,29.51,39.09,2016-17,2016-17,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,very-good,Very good
9.42,,6.94,11.9,2015-16,2015-16,S12000046,Glasgow City,happiness,Happiness,poor,Poor
51.50,,47.62,55.39,2013-14,2013-14,S12000015,Fife,worthwhile,Worthwhile,good,Good
34.83,,30.17,39.5,2018-19,2018-19,S12000015,Fife,worthwhile,Worthwhile,very-good,Very good
,x,,,2019-20,2019-20,E07000050,North Dorset,happiness,Happiness,poor,Poor
41.47,,29.06,53.87,2019-20,2019-20,E07000048,Christchurch,happiness,Happiness,very-good,Very good
,x,,,2018-19,2018-19,E07000206,Waveney,happiness,Happiness,poor,Poor
,x,,,2019-20,2019-20,E06000053,Isles of Scilly,happiness,Happiness,good,Good
,x,,,2014-15,2014-15,E07000201,Forest Heath,happiness,Happiness,good,Good
10.54,,8.23,12.84,2012-13,2012-13,E06000029,Poole,happiness,Happiness,poor,Poor
,x,,,2011-12,2011-12,S12000015,Fife,worthwhile,Worthwhile,poor,Poor
,x,,,2011-12,2011-12,E07000050,North Dorset,happiness,Happiness,poor,Poor
,x,,,2014-15,2014-15,E07000190,Taunton Deane,happiness,Happiness,fair,Fair
28.72,,22.39,35.06,2011-12,2011-12,E07000049,East Dorset,happiness,Happiness,very-good,Very good
,x,,,2012-13,2012-13,E06000053,Isles of Scilly,happiness,Happiness,good,Good
,x,,,2015-16,2015-16,E07000051,Purbeck,happiness,Happiness,very-good,Very good
15.98,,13.17,18.81,2015-16,2015-16,E06000029,Poole,happiness,Happiness,fair,Fair
33.38,,26.0,40.75,2014-15,2014-15,E07000049,East Dorset,happiness,Happiness,very-good,Very good
9.17,,6.67,11.68,2019-20,2019-20,S12000046,Glasgow City,happiness,Happiness,poor,Poor
38.68,,30.81,46.56,2017-18,2017-18,E07000049,East Dorset,happiness,Happiness,very-good,Very good
39.60,,24.68,54.52,2019-20,2019-20,E07000051,Purbeck,happiness,Happiness,very-good,Very good
9.95,,8.05,11.85,2012-13,2012-13,E06000028,Bournemouth,happiness,Happiness,poor,Poor
,x,,,2018-19,2018-19,E06000053,Isles of Scilly,happiness,Happiness,poor,Poor
31.75,,24.34,39.25,2016-17,2016-17,E07000205,Suffolk Coastal,happiness,Happiness,good,Good
,x,,,2014-15,2014-15,E07000050,North Dorset,happiness,Happiness,poor,Poor
,x,,,2012-13,2012-13,E07000051,Purbeck,worthwhile,Worthwhile,poor,Poor
,x,,,2012-13,2012-13,E07000051,Purbeck,happiness,Happiness,poor,Poor
40.85,,36.91,44.79,2015-16,2015-16,E10000009,Dorset,happiness,Happiness,good,Good
35.15,,31.1,39.2,2016-17,2016-17,S12000044,North Lanarkshire,happiness,Happiness,good,Good
41.84,,38.19,45.49,2014-15,2014-15,S12000024,Perth and Kinross,happiness,Happiness,good,Good
34.99,,22.98,46.96,2015-16,2015-16,E07000048,Christchurch,happiness,Happiness,good,Good
16.26,,10.09,22.44,2017-18,2017-18,E07000204,St Edmundsbury,happiness,Happiness,fair,Fair
16.43,,13.6,19.26,2016-17,2016-17,E06000028,Bournemouth,happiness,Happiness,fair,Fair
37.20,,32.05,42.35,2019-20,2019-20,S12000044,North Lanarkshire,happiness,Happiness,very-good,Very good
37.49,,27.51,47.47,2017-18,2017-18,E07000206,Waveney,happiness,Happiness,good,Good
36.30,,27.97,44.62,2014-15,2014-15,E07000206,Waveney,happiness,Happiness,very-good,Very good
,x,,,2015-16,2015-16,E07000204,St Edmundsbury,happiness,Happiness,poor,Poor
20.52,,17.05,23.99,2016-17,2016-17,S12000046,Glasgow City,happiness,Happiness,fair,Fair
35.82,,30.98,40.65,2019-20,2019-20,S12000044,North Lanarkshire,happiness,Happiness,good,Good
31.05,,23.92,38.17,2017-18,2017-18,E07000049,East Dorset,worthwhile,Worthwhile,very-good,Very good
,x,,,2011-12,2011-12,E07000050,North Dorset,worthwhile,Worthwhile,poor,Poor
,x,,,2011-12,2011-12,E06000053,Isles of Scilly,happiness,Happiness,very-good,Very good
33.57,,24.53,42.59,2015-16,2015-16,E07000050,North Dorset,happiness,Happiness,very-good,Very good
18.90,,15.71,22.14,2015-16,2015-16,E06000028,Bournemouth,happiness,Happiness,fair,Fair
15.56,,12.8,18.32,2018-19,2018-19,E06000028,Bournemouth,happiness,Happiness,fair,Fair
43.94,,39.98,47.91,2017-18,2017-18,E06000028,Bournemouth,happiness,Happiness,good,Good
24.80,,16.04,33.53,2012-13,2012-13,E07000048,Christchurch,happiness,Happiness,very-good,Very good
,x,,,2011-12,2011-12,E07000201,Forest Heath,happiness,Happiness,fair,Fair
41.68,,31.24,52.12,2011-12,2011-12,E07000051,Purbeck,happiness,Happiness,good,Good
,x,,,2017-18,2017-18,E07000201,Forest Heath,happiness,Happiness,fair,Fair
,x,,,2019-20,2019-20,E07000201,Forest Heath,happiness,Happiness,fair,Fair
18.79,,15.07,22.51,2019-20,2019-20,E06000028,Bournemouth,anxiety,Anxiety,poor,Poor
,x,,,2017-18,2017-18,E07000204,St Edmundsbury,anxiety,Anxiety,fair,Fair
18.54,,11.53,25.55,2012-13,2012-13,E07000204,St Edmundsbury,anxiety,Anxiety,good,Good
,x,,,2018-19,2018-19,E07000201,Forest Heath,anxiety,Anxiety,fair,Fair
22.73,,19.23,26.24,2015-16,2015-16,S12000044,North Lanarkshire,anxiety,Anxiety,good,Good
44.74,,38.05,51.43,2018-19,2018-19,S12000024,Perth and Kinross,anxiety,Anxiety,very-good,Very good
17.11,,13.82,20.41,2016-17,2016-17,S12000024,Perth and Kinross,anxiety,Anxiety,poor,Poor
35.98,,32.24,39.72,2012-13,2012-13,E06000028,Bournemouth,anxiety,Anxiety,very-good,Very good
24.36,,20.67,28.04,2013-14,2013-14,S12000046,Glasgow City,anxiety,Anxiety,poor,Poor
,x,,,2014-15,2014-15,E07000048,Christchurch,anxiety,Anxiety,poor,Poor
,x,,,2016-17,2016-17,E06000053,Isles of Scilly,anxiety,Anxiety,poor,Poor
43.65,,29.43,57.88,2019-20,2019-20,E07000204,St Edmundsbury,anxiety,Anxiety,very-good,Very good
34.14,,24.93,43.36,2014-15,2014-15,E07000190,Taunton Deane,anxiety,Anxiety,very-good,Very good
19.51,,12.59,26.43,2017-18,2017-18,E07000204,St Edmundsbury,anxiety,Anxiety,poor,Poor
44.45,,30.08,58.81,2019-20,2019-20,E07000053,Weymouth and Portland,happiness,Happiness,very-good,Very good
,x,,,2013-14,2013-14,E07000050,North Dorset,happiness,Happiness,fair,Fair
20.69,,17.58,23.8,2013-14,2013-14,S12000015,Fife,anxiety,Anxiety,good,Good
7.71,,7.58,7.83,2017-18,2017-18,E10000009,Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
8.15,,7.9,8.38,2016-17,2016-17,E07000205,Suffolk Coastal,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
24.96,,16.55,33.36,2015-16,2015-16,E07000049,East Dorset,anxiety,Anxiety,fair,Fair
19.30,,16.38,22.22,2012-13,2012-13,S12000024,Perth and Kinross,anxiety,Anxiety,poor,Poor
23.81,,14.82,20.03,2011-12,2011-12,S12000024,Perth and Kinross,anxiety,Anxiety,fair,Fair
21.72,,18.12,25.32,2018-19,2018-19,S12000044,North Lanarkshire,anxiety,Anxiety,good,Good
37.87,,34.22,41.52,2013-14,2013-14,E06000029,Poole,anxiety,Anxiety,very-good,Very good
19.29,,12.12,26.47,2014-15,2014-15,E07000053,Weymouth and Portland,anxiety,Anxiety,fair,Fair
,x,,,2019-20,2019-20,E07000048,Christchurch,anxiety,Anxiety,poor,Poor
19.21,,16.03,22.4,2015-16,2015-16,E10000009,Dorset,anxiety,Anxiety,fair,Fair
16.30,,12.98,19.63,2017-18,2017-18,S12000024,Perth and Kinross,anxiety,Anxiety,poor,Poor
7.66,,7.52,7.8,2011-12,2011-12,S12000015,Fife,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
19.82,,17.04,22.59,2012-13,2012-13,E06000029,Poole,anxiety,Anxiety,poor,Poor
,x,,,2019-20,2019-20,E07000048,Christchurch,anxiety,Anxiety,good,Good
26.12,,23.15,29.08,2012-13,2012-13,E10000009,Dorset,anxiety,Anxiety,good,Good
41.40,,37.65,45.16,2012-13,2012-13,S12000015,Fife,anxiety,Anxiety,very-good,Very good
,x,,,2013-14,2013-14,E07000053,Weymouth and Portland,anxiety,Anxiety,fair,Fair
,x,,,2017-18,2017-18,E07000053,Weymouth and Portland,anxiety,Anxiety,good,Good
17.55,,14.86,20.25,2012-13,2012-13,S12000044,North Lanarkshire,anxiety,Anxiety,fair,Fair
21.15,,17.43,24.87,2019-20,2019-20,S12000024,Perth and Kinross,anxiety,Anxiety,poor,Poor
,x,,,2016-17,2016-17,E07000048,Christchurch,anxiety,Anxiety,good,Good
,x,,,2015-16,2015-16,E06000053,Isles of Scilly,anxiety,Anxiety,fair,Fair
20.94,,15.3,26.58,2017-18,2017-18,E07000052,West Dorset,anxiety,Anxiety,good,Good
,x,,,2018-19,2018-19,E07000190,Taunton Deane,anxiety,Anxiety,fair,Fair
7.44,,7.3,7.59,2014-15,2014-15,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.89,,7.77,8.01,2011-12,2011-12,E10000009,Dorset,worthwhile,Worthwhile,average-mean,Average (mean)
7.96,,7.59,8.32,2016-17,2016-17,E07000204,St Edmundsbury,happiness,Happiness,average-mean,Average (mean)
33.68,,29.23,38.14,2016-17,2016-17,S12000015,Fife,worthwhile,Worthwhile,very-good,Very good
,x,,,2019-20,2019-20,E07000051,Purbeck,worthwhile,Worthwhile,fair,Fair
2.80,,2.55,3.04,2016-17,2016-17,E06000029,Poole,anxiety,Anxiety,average-mean,Average (mean)
2.27,,1.76,2.79,2014-15,2014-15,E07000050,North Dorset,anxiety,Anxiety,average-mean,Average (mean)
7.63,,7.17,8.09,2018-19,2018-19,E07000048,Christchurch,happiness,Happiness,average-mean,Average (mean)
7.87,,7.74,8.0,2018-19,2018-19,E10000009,Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.58,,7.24,7.92,2013-14,2013-14,E07000053,Weymouth and Portland,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
8.05,,7.72,8.37,2014-15,2014-15,E07000053,Weymouth and Portland,worthwhile,Worthwhile,average-mean,Average (mean)
7.69,,7.53,7.84,2016-17,2016-17,E06000028,Bournemouth,worthwhile,Worthwhile,average-mean,Average (mean)
31.68,,28.02,35.34,2014-15,2014-15,E06000029,Poole,worthwhile,Worthwhile,very-good,Very good
50.80,,42.03,59.55,2011-12,2011-12,E07000204,St Edmundsbury,worthwhile,Worthwhile,good,Good
,x,,,2015-16,2015-16,E07000201,Forest Heath,worthwhile,Worthwhile,fair,Fair
3.10,,2.51,3.68,2018-19,2018-19,E07000206,Waveney,anxiety,Anxiety,average-mean,Average (mean)
7.61,,7.47,7.74,2018-19,2018-19,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
8.18,,7.9,8.45,2011-12,2011-12,E07000051,Purbeck,worthwhile,Worthwhile,average-mean,Average (mean)
,x,,,2019-20,2019-20,E06000053,Isles of Scilly,anxiety,Anxiety,average-mean,Average (mean)
7.69,,7.26,8.11,2018-19,2018-19,E07000206,Waveney,happiness,Happiness,average-mean,Average (mean)
8.34,,7.9,8.77,2017-18,2017-18,E07000201,Forest Heath,worthwhile,Worthwhile,average-mean,Average (mean)
51.02,,41.96,60.08,2017-18,2017-18,E07000050,North Dorset,worthwhile,Worthwhile,good,Good
,x,,,2015-16,2015-16,E10000009,Dorset,worthwhile,Worthwhile,poor,Poor
,x,,,2018-19,2018-19,E07000053,Weymouth and Portland,worthwhile,Worthwhile,fair,Fair
9.36,,6.58,12.14,2019-20,2019-20,E06000029,Poole,worthwhile,Worthwhile,fair,Fair
,x,,,2015-16,2015-16,E06000053,Isles of Scilly,worthwhile,Worthwhile,poor,Poor
48.61,,44.02,53.2,2019-20,2019-20,E10000009,Dorset,worthwhile,Worthwhile,good,Good
36.66,,24.2,49.12,2015-16,2015-16,E07000201,Forest Heath,worthwhile,Worthwhile,good,Good
35.46,,22.18,48.62,2016-17,2016-17,E07000201,Forest Heath,worthwhile,Worthwhile,very-good,Very good
,x,,,2013-14,2013-14,E07000049,East Dorset,worthwhile,Worthwhile,good,Good
,x,,,2019-20,2019-20,E07000048,Christchurch,worthwhile,Worthwhile,fair,Fair
2.92,,2.43,3.41,2011-12,2011-12,E07000205,Suffolk Coastal,anxiety,Anxiety,average-mean,Average (mean)
7.63,,7.35,7.91,2012-13,2012-13,E07000205,Suffolk Coastal,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.73,,7.42,8.04,2011-12,2011-12,E07000205,Suffolk Coastal,worthwhile,Worthwhile,average-mean,Average (mean)
23.24,,19.45,27.03,2015-16,2015-16,S12000024,Perth and Kinross,anxiety,Anxiety,good,Good
7.69,,7.42,7.96,2015-16,2015-16,E07000050,North Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.81,,7.27,8.35,2014-15,2014-15,E07000051,Purbeck,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.89,,7.57,8.21,2014-15,2014-15,E07000204,St Edmundsbury,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2014-15,2014-15,E07000191,West Somerset,anxiety,Anxiety,average-mean,Average (mean)
2.65,,2.22,3.08,2017-18,2017-18,E07000049,East Dorset,anxiety,Anxiety,average-mean,Average (mean)
7.30,,7.14,7.45,2011-12,2011-12,E06000028,Bournemouth,happiness,Happiness,average-mean,Average (mean)
7.29,,6.9,7.67,2014-15,2014-15,E07000190,Taunton Deane,happiness,Happiness,average-mean,Average (mean)
7.63,,7.5,7.75,2011-12,2011-12,E10000009,Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.96,,7.69,8.23,2016-17,2016-17,E07000206,Waveney,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
8.01,,7.77,8.25,2013-14,2013-14,E07000205,Suffolk Coastal,worthwhile,Worthwhile,average-mean,Average (mean)
52.67,,44.77,60.58,2016-17,2016-17,E07000049,East Dorset,worthwhile,Worthwhile,good,Good
,x,,,2015-16,2015-16,E07000049,East Dorset,worthwhile,Worthwhile,fair,Fair
,x,,,2015-16,2015-16,E06000053,Isles of Scilly,worthwhile,Worthwhile,good,Good
10.65,,7.92,13.38,2019-20,2019-20,S12000024,Perth and Kinross,worthwhile,Worthwhile,fair,Fair
,x,,,2018-19,2018-19,E06000053,Isles of Scilly,worthwhile,Worthwhile,very-good,Very good
,x,,,2013-14,2013-14,E07000201,Forest Heath,worthwhile,Worthwhile,good,Good
2.72,,1.84,3.6,2012-13,2012-13,E07000201,Forest Heath,anxiety,Anxiety,average-mean,Average (mean)
2.56,,2.18,2.95,2016-17,2016-17,E07000052,West Dorset,anxiety,Anxiety,average-mean,Average (mean)
7.50,,6.92,8.07,2011-12,2011-12,E07000201,Forest Heath,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.80,,7.44,8.16,2013-14,2013-14,E07000051,Purbeck,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2019-20,2019-20,E07000053,Weymouth and Portland,anxiety,Anxiety,poor,Poor
37.09,,33.44,40.74,2013-14,2013-14,S12000044,North Lanarkshire,happiness,Happiness,good,Good
42.39,,37.34,47.44,2018-19,2018-19,S12000024,Perth and Kinross,happiness,Happiness,very-good,Very good
,x,,,2011-12,2011-12,E07000190,Taunton Deane,happiness,Happiness,fair,Fair
8.17,,5.58,10.76,2017-18,2017-18,S12000024,Perth and Kinross,happiness,Happiness,poor,Poor
21.39,,17.96,24.83,2018-19,2018-19,E06000028,Bournemouth,anxiety,Anxiety,poor,Poor
24.09,,19.68,28.51,2019-20,2019-20,S12000044,North Lanarkshire,anxiety,Anxiety,good,Good
18.57,,15.32,21.83,2017-18,2017-18,S12000044,North Lanarkshire,anxiety,Anxiety,fair,Fair
21.36,,15.67,27.05,2011-12,2011-12,E07000052,West Dorset,anxiety,Anxiety,poor,Poor
39.05,,30.8,47.29,2011-12,2011-12,E07000206,Waveney,happiness,Happiness,good,Good
46.19,,31.6,60.78,2019-20,2019-20,E07000204,St Edmundsbury,happiness,Happiness,very-good,Very good
38.09,,29.98,46.2,2015-16,2015-16,E07000206,Waveney,anxiety,Anxiety,very-good,Very good
33.82,,22.22,45.41,2015-16,2015-16,E07000053,Weymouth and Portland,happiness,Happiness,very-good,Very good
43.59,,36.6,50.57,2011-12,2011-12,E07000049,East Dorset,happiness,Happiness,good,Good
14.65,,11.29,18.04,2016-17,2016-17,S12000024,Perth and Kinross,happiness,Happiness,fair,Fair
12.77,,10.1,15.43,2013-14,2013-14,S12000046,Glasgow City,happiness,Happiness,poor,Poor
41.73,,34.32,49.14,2014-15,2014-15,E07000049,East Dorset,anxiety,Anxiety,very-good,Very good
,x,,,2011-12,2011-12,E07000191,West Somerset,anxiety,Anxiety,good,Good
41.21,,37.28,45.14,2017-18,2017-18,E06000029,Poole,anxiety,Anxiety,very-good,Very good
34.22,,30.03,38.4,2019-20,2019-20,S12000015,Fife,anxiety,Anxiety,very-good,Very good
,x,,,2012-13,2012-13,E07000053,Weymouth and Portland,anxiety,Anxiety,fair,Fair
27.16,,17.66,36.67,2012-13,2012-13,E07000051,Purbeck,anxiety,Anxiety,fair,Fair
47.92,,43.53,52.31,2017-18,2017-18,S12000046,Glasgow City,worthwhile,Worthwhile,good,Good
43.53,,34.97,52.08,2018-19,2018-19,E07000205,Suffolk Coastal,anxiety,Anxiety,very-good,Very good
38.11,,27.19,49.02,2013-14,2013-14,E07000048,Christchurch,anxiety,Anxiety,very-good,Very good
,x,,,2018-19,2018-19,E06000053,Isles of Scilly,anxiety,Anxiety,fair,Fair
15.26,,12.87,17.64,2012-13,2012-13,E10000009,Dorset,anxiety,Anxiety,fair,Fair
,x,,,2015-16,2015-16,E07000204,St Edmundsbury,happiness,Happiness,fair,Fair
12.99,,10.71,15.26,2013-14,2013-14,S12000044,North Lanarkshire,happiness,Happiness,poor,Poor
15.83,,9.62,22.05,2016-17,2016-17,E07000206,Waveney,anxiety,Anxiety,good,Good
17.51,,14.75,20.27,2013-14,2013-14,E06000028,Bournemouth,anxiety,Anxiety,poor,Poor
31.38,,23.0,39.76,2011-12,2011-12,E07000190,Taunton Deane,anxiety,Anxiety,good,Good
14.47,,11.46,17.48,2017-18,2017-18,S12000046,Glasgow City,worthwhile,Worthwhile,fair,Fair
26.29,,22.76,29.83,2012-13,2012-13,E06000028,Bournemouth,anxiety,Anxiety,good,Good
,x,,,2017-18,2017-18,E06000053,Isles of Scilly,anxiety,Anxiety,poor,Poor
41.47,,36.22,46.79,2016-17,2016-17,S12000024,Perth and Kinross,happiness,Happiness,good,Good
43.82,,39.88,47.77,2014-15,2014-15,E06000029,Poole,happiness,Happiness,good,Good
,x,,,2012-13,2012-13,E07000050,North Dorset,happiness,Happiness,fair,Fair
41.85,,34.05,49.65,2014-15,2014-15,E07000049,East Dorset,happiness,Happiness,good,Good
,x,,,2017-18,2017-18,E07000053,Weymouth and Portland,happiness,Happiness,fair,Fair
41.26,,37.28,45.25,2018-19,2018-19,E06000029,Poole,happiness,Happiness,good,Good
,x,,,2018-19,2018-19,E07000049,East Dorset,happiness,Happiness,poor,Poor
42.18,,38.46,45.91,2013-14,2013-14,E10000009,Dorset,happiness,Happiness,good,Good
36.13,,27.16,45.11,2018-19,2018-19,E07000204,St Edmundsbury,happiness,Happiness,good,Good
39.97,,35.8,44.16,2016-17,2016-17,S12000046,Glasgow City,happiness,Happiness,good,Good
46.21,,34.98,57.43,2016-17,2016-17,E07000053,Weymouth and Portland,happiness,Happiness,good,Good
17.38,,11.63,23.13,2011-12,2011-12,E07000049,East Dorset,happiness,Happiness,fair,Fair
,x,,,2018-19,2018-19,E07000048,Christchurch,happiness,Happiness,poor,Poor
19.08,,39.03,46.7,2011-12,2011-12,S12000015,Fife,anxiety,Anxiety,very-good,Very good
,x,,,2012-13,2012-13,E07000190,Taunton Deane,anxiety,Anxiety,poor,Poor
19.76,,16.98,22.54,2011-12,2011-12,E06000028,Bournemouth,anxiety,Anxiety,poor,Poor
7.63,,7.43,7.83,2019-20,2019-20,E06000029,Poole,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.74,,7.61,7.88,2014-15,2014-15,S12000044,North Lanarkshire,worthwhile,Worthwhile,average-mean,Average (mean)
7.72,,7.4,8.03,2017-18,2017-18,E07000049,East Dorset,happiness,Happiness,average-mean,Average (mean)
10.11,,6.98,13.23,2019-20,2019-20,E06000029,Poole,happiness,Happiness,poor,Poor
10.75,,8.56,12.94,2011-12,2011-12,E06000029,Poole,happiness,Happiness,poor,Poor
50.98,,47.15,54.8,2014-15,2014-15,S12000044,North Lanarkshire,worthwhile,Worthwhile,good,Good
33.76,,29.83,37.67,2016-17,2016-17,E06000029,Poole,worthwhile,Worthwhile,very-good,Very good
3.12,,2.59,3.64,2015-16,2015-16,E07000204,St Edmundsbury,anxiety,Anxiety,average-mean,Average (mean)
2.69,,2.16,3.21,2017-18,2017-18,E07000206,Waveney,anxiety,Anxiety,average-mean,Average (mean)
7.44,,7.24,7.63,2018-19,2018-19,S12000015,Fife,happiness,Happiness,average-mean,Average (mean)
18.01,,14.87,21.15,2013-14,2013-14,S12000046,Glasgow City,anxiety,Anxiety,fair,Fair
,x,,,2013-14,2013-14,E07000204,St Edmundsbury,happiness,Happiness,fair,Fair
19.86,,13.51,26.22,2011-12,2011-12,E07000205,Suffolk Coastal,happiness,Happiness,fair,Fair
51.71,,47.12,56.29,2015-16,2015-16,S12000046,Glasgow City,worthwhile,Worthwhile,good,Good
6.11,,4.02,8.21,2019-20,2019-20,S12000046,Glasgow City,worthwhile,Worthwhile,poor,Poor
7.28,,6.96,7.61,2012-13,2012-13,E07000049,East Dorset,happiness,Happiness,average-mean,Average (mean)
,x,,,2018-19,2018-19,E07000191,West Somerset,anxiety,Anxiety,average-mean,Average (mean)
,x,,,2014-15,2014-15,E06000053,Isles of Scilly,happiness,Happiness,average-mean,Average (mean)
2.68,,2.25,3.12,2018-19,2018-19,E07000049,East Dorset,anxiety,Anxiety,average-mean,Average (mean)
8.16,,7.81,8.51,2018-19,2018-19,E07000051,Purbeck,worthwhile,Worthwhile,average-mean,Average (mean)
7.81,,7.67,7.95,2016-17,2016-17,S12000044,North Lanarkshire,worthwhile,Worthwhile,average-mean,Average (mean)
