FeatureCode,DateCode,Measurement,Units,Value,Tenure
E06000038,2022 Q1,Completions,building-completions,0,Local Authority
E06000038,Year ending 2022-03-31,Completions,building-completions,90,Local Authority
E06000038,Year ending 2022-03-31,Completions,building-completions,300,Private Enterprise
E06000038,2022 Q1,Completions,building-completions,130,Private Enterprise
E06000038,Year ending 2022-06-30,Completions,building-completions,360,Private Enterprise
E06000038,2022 Q2,Completions,building-completions,100,Private Enterprise
E06000038,2022 Q3,Completions,building-completions,30,Private Enterprise
E06000038,Year ending 2022-09-30,Completions,building-completions,360,Private Enterprise
E06000038,2022 Q3,Completions,building-completions,30,All
E06000038,Year ending 2022-09-30,Completions,building-completions,480,All
E06000038,Year ending 2022-03-31,Completions,building-completions,560,All
E06000038,2022 Q1,Completions,building-completions,220,All
E06000038,2022 Q2,Completions,building-completions,120,All
E06000038,Year ending 2022-06-30,Completions,building-completions,640,All
E06000041,2022 Q1,Completions,building-completions,20,Housing Association
E06000041,Year ending 2022-03-31,Completions,building-completions,120,Housing Association
E06000041,2022 Q3,Completions,building-completions,40,Housing Association
E06000041,Year ending 2022-09-30,Completions,building-completions,100,Housing Association
E06000041,Year ending 2022-06-30,Completions,building-completions,80,Housing Association
E06000041,2022 Q2,Completions,building-completions,20,Housing Association
E06000041,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E06000041,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000041,2022 Q3,Completions,building-completions,0,Local Authority
E06000041,2022 Q2,Completions,building-completions,0,Local Authority
E06000041,2022 Q1,Completions,building-completions,0,Local Authority
E06000041,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000041,Year ending 2022-03-31,Completions,building-completions,840,Private Enterprise
E06000041,2022 Q1,Completions,building-completions,140,Private Enterprise
E06000041,2022 Q2,Completions,building-completions,220,Private Enterprise
E06000041,Year ending 2022-06-30,Completions,building-completions,760,Private Enterprise
E06000041,2022 Q3,Completions,building-completions,180,Private Enterprise
E06000041,Year ending 2022-09-30,Completions,building-completions,790,Private Enterprise
E06000041,2022 Q3,Completions,building-completions,210,All
E06000041,Year ending 2022-09-30,Completions,building-completions,900,All
E06000041,Year ending 2022-03-31,Completions,building-completions,960,All
E06000041,2022 Q1,Completions,building-completions,160,All
E06000041,Year ending 2022-06-30,Completions,building-completions,840,All
E06000041,2022 Q2,Completions,building-completions,250,All
E06000040,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E06000040,2022 Q1,Completions,building-completions,0,Housing Association
E06000040,Year ending 2022-09-30,Completions,building-completions,10,Housing Association
E06000040,2022 Q3,Completions,building-completions,10,Housing Association
E06000040,2022 Q2,Completions,building-completions,0,Housing Association
E06000040,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E06000040,2022 Q2,Completions,building-completions,0,Local Authority
E06000040,2022 Q3,Completions,building-completions,0,Local Authority
E06000040,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000040,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E06000040,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000040,2022 Q1,Completions,building-completions,0,Local Authority
E06000040,2022 Q1,Completions,building-completions,490,Private Enterprise
E06000040,Year ending 2022-03-31,Completions,building-completions,720,Private Enterprise
E06000040,Year ending 2022-06-30,Completions,building-completions,630,Private Enterprise
E06000040,2022 Q2,Completions,building-completions,20,Private Enterprise
E06000040,Year ending 2022-09-30,Completions,building-completions,600,Private Enterprise
E06000040,2022 Q3,Completions,building-completions,30,Private Enterprise
E06000040,Year ending 2022-09-30,Completions,building-completions,610,All
E06000040,2022 Q3,Completions,building-completions,40,All
E06000040,2022 Q1,Completions,building-completions,490,All
E06000040,Year ending 2022-03-31,Completions,building-completions,720,All
E06000040,2022 Q2,Completions,building-completions,20,All
E06000040,Year ending 2022-06-30,Completions,building-completions,630,All
E07000093,Year ending 2022-03-31,Completions,building-completions,260,Housing Association
E07000093,2022 Q1,Completions,building-completions,50,Housing Association
E07000093,Year ending 2022-09-30,Completions,building-completions,200,Housing Association
E07000093,2022 Q3,Completions,building-completions,30,Housing Association
E07000093,2022 Q2,Completions,building-completions,50,Housing Association
E07000093,Year ending 2022-06-30,Completions,building-completions,240,Housing Association
E07000093,2022 Q2,Completions,building-completions,0,Local Authority
E07000093,2022 Q3,Completions,building-completions,0,Local Authority
E07000093,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000093,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000093,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000093,2022 Q1,Completions,building-completions,0,Local Authority
E07000093,2022 Q1,Completions,building-completions,100,Private Enterprise
E07000093,Year ending 2022-03-31,Completions,building-completions,480,Private Enterprise
E07000093,Year ending 2022-06-30,Completions,building-completions,430,Private Enterprise
E07000093,2022 Q2,Completions,building-completions,70,Private Enterprise
E07000093,Year ending 2022-09-30,Completions,building-completions,360,Private Enterprise
E07000093,2022 Q3,Completions,building-completions,50,Private Enterprise
E07000093,Year ending 2022-09-30,Completions,building-completions,570,All
E07000093,2022 Q3,Completions,building-completions,80,All
E07000093,2022 Q1,Completions,building-completions,140,All
E07000093,Year ending 2022-03-31,Completions,building-completions,740,All
E07000093,2022 Q2,Completions,building-completions,130,All
E07000093,Year ending 2022-06-30,Completions,building-completions,660,All
E07000226,2022 Q1,Completions,building-completions,10,Housing Association
E07000226,Year ending 2022-03-31,Completions,building-completions,20,Housing Association
E07000226,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E07000226,2022 Q3,Completions,building-completions,0,Housing Association
E07000226,2022 Q2,Completions,building-completions,20,Housing Association
E07000226,Year ending 2022-06-30,Completions,building-completions,40,Housing Association
E07000226,2022 Q2,Completions,building-completions,0,Local Authority
E07000226,2022 Q3,Completions,building-completions,0,Local Authority
E07000226,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000226,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000226,2022 Q1,Completions,building-completions,0,Local Authority
E07000226,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000226,Year ending 2022-03-31,Completions,building-completions,250,Private Enterprise
E07000226,2022 Q1,Completions,building-completions,40,Private Enterprise
E07000226,Year ending 2022-06-30,Completions,building-completions,270,Private Enterprise
E07000226,2022 Q2,Completions,building-completions,70,Private Enterprise
E07000226,Year ending 2022-09-30,Completions,building-completions,220,Private Enterprise
E07000226,2022 Q3,Completions,building-completions,70,Private Enterprise
E07000226,Year ending 2022-09-30,Completions,building-completions,260,All
E07000226,2022 Q3,Completions,building-completions,70,All
E07000226,Year ending 2022-03-31,Completions,building-completions,270,All
E07000226,2022 Q1,Completions,building-completions,50,All
E07000226,2022 Q2,Completions,building-completions,90,All
E07000226,Year ending 2022-06-30,Completions,building-completions,320,All
E08000019,2022 Q1,Completions,building-completions,20,Housing Association
E08000019,Year ending 2022-03-31,Completions,building-completions,90,Housing Association
E08000019,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E08000019,2022 Q3,Completions,building-completions,0,Housing Association
E08000019,2022 Q2,Completions,building-completions,0,Housing Association
E08000019,Year ending 2022-06-30,Completions,building-completions,70,Housing Association
E08000019,2022 Q2,Completions,building-completions,0,Local Authority
E08000019,2022 Q3,Completions,building-completions,0,Local Authority
E08000019,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E08000019,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E08000019,2022 Q1,Completions,building-completions,0,Local Authority
E08000019,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E08000019,Year ending 2022-03-31,Completions,building-completions,460,Private Enterprise
E08000019,2022 Q1,Completions,building-completions,80,Private Enterprise
E08000019,Year ending 2022-06-30,Completions,building-completions,670,Private Enterprise
E08000019,2022 Q2,Completions,building-completions,340,Private Enterprise
E08000019,Year ending 2022-09-30,Completions,building-completions,650,Private Enterprise
E08000019,2022 Q3,Completions,building-completions,70,Private Enterprise
E08000019,Year ending 2022-09-30,Completions,building-completions,690,All
E08000019,2022 Q3,Completions,building-completions,70,All
E08000019,Year ending 2022-03-31,Completions,building-completions,550,All
E08000019,2022 Q1,Completions,building-completions,100,All
E08000019,2022 Q2,Completions,building-completions,340,All
